inter core latency
 15024,   9.4,  13.9,  13.3,  12.9,  63.2, 159.9, 213.8, 282.7,
 16384,   9.3,  13.9,  13.3,  12.7,  60.6, 139.9, 163.4, 201.5,
 17867,   9.3,  13.9,  13.3,  12.6,  59.1,  95.8, 152.8, 165.8,
 19484,   9.3,  13.9,  13.3,  12.7,  58.2,  70.3,  84.1, 168.3,
 21247,   9.3,  13.9,  13.3,  12.8,  57.6,  62.9,  59.7,  41.5,
 23170,   9.3,  13.9,  13.3,  12.7,  58.1,  57.6,  44.6,  18.7,
 25268,   9.4,  13.9,  13.3,  12.7,  57.6,  57.2,  16.1,  15.2,
 27554,   9.4,  13.9,  13.3,  12.7,  42.4,  51.7,  14.0,  13.3,
 30048,   9.4,  13.9,  13.3,  12.7,  56.0,  16.4,  12.8,  12.5,
 32768,   9.4,  13.9,  13.3,  12.7,  29.9,  14.4,  12.3,  12.4,
 35734,   9.3,  13.8,  13.3,  12.7,  26.9,  13.4,  11.9,  12.2,
 38968,   9.3,  13.9,  13.3,  12.7,  21.4,  12.7,  11.8,  11.9,
 42495,   9.4,  13.9,  13.3,  12.7,  17.3,  12.5,  11.9,  11.6,
 46341,   9.6,  13.9,  13.3,  12.7,  15.8,  12.6,  12.0,  11.3,
 50535,   9.4,  13.9,  13.3,  12.7,  14.4,  11.6,  11.9,  11.3,
 55109,   9.4,  13.9,  13.3,  12.7,  13.8,  11.6,  11.9,  11.3,
 60097,   9.4,  13.9,  13.3,  12.7,  13.2,  11.6,  11.2,  11.4,
 65536,   9.4,  13.8,  13.3,  12.7,  12.6,  11.7,  11.2,  11.3,
 71468,   9.5,  13.9,  13.3,  12.7,  12.7,  11.6,  11.1,  11.1,
 77936,   9.5,  13.9,  13.3,  12.7,  12.7,  11.6,  11.1,  11.6,
 84990,   9.4,  13.8,  13.3,  12.7,  12.9,  11.6,  11.2,  11.1,
 92682,   9.5,  13.8,  13.3,  12.7,  12.4,  11.6,  11.1,  11.1,
101070,   9.4,  13.9,  13.3,  12.7,  12.4,  11.6,  11.2,  11.1,
110218,   9.5,  13.8,  13.3,  12.6,  12.8,  11.6,  11.1,  11.0,
120194,   9.5,  13.8,  13.3,  12.7,  12.4,  11.6,  11.1,  11.0,
131072,   9.5,  13.8,  13.3,  12.7,  12.9,  11.7,  11.2,  11.1,
142935,   9.5,  13.8,  13.3,  12.7,  13.0,  12.4,  11.8,  11.1,
155872,   9.5,  13.8,  13.3,  12.7,  13.1,  12.5,  11.9,  11.3,
169979,   9.5,  13.8,  13.3,  12.7,  13.0,  12.5,  11.9,  11.6,
185364,   9.5,  13.8,  13.3,  12.7,  13.2,  12.5,  11.9,  11.6,
202141,   9.5,  13.8,  13.3,  12.7,  13.1,  12.5,  11.9,  11.6,
220436,   9.5,  13.8,  13.3,  12.7,  13.1,  12.5,  12.0,  11.6,
240387,   9.5,  13.8,  13.3,  12.7,  13.1,  12.5,  12.0,  11.6,
262144,   9.5,  13.8,  13.3,  12.7,  13.1,  12.5,  12.0,  11.7,
